"","location_name","year_id","age_group_name","sex","cause_name","acause","measure_name","metric_name","val","upper","lower"
"352","Jalisco",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Number",121.122844643238,133.294407155006,108.479862693712
"353","Jalisco",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Number",349.497112106548,365.6601273925,334.45736614375
"354","Jalisco",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Number",52.912438824684,59.565021066456,45.8722215899964
"355","Jalisco",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Number",0.873474082144217,1.56960520200757,0.658060752960527
"356","Jalisco",2017,"All Ages","Both","Measles","measles","Deaths","Number",3.19335327491907e-05,0.000176693594415862,0
"357","Jalisco",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Number",0,0,0
"358","Jalisco",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Number",0,0,0
"359","Jalisco",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Number",0.013915599123027,0.0173628183796749,0.0112415571135831
"360","Jalisco",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Number",322.895416466168,402.996359765358,259.786731371505
"361","Jalisco",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Number",327.972356355494,356.738726873347,298.7198725226
"362","Jalisco",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Number",24.5970000255395,56.6502659297148,7.66794882626712
"363","Jalisco",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Number",6820.13963610955,7232.43308978873,6397.32132256061
"364","Jalisco",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Number",10524.9066981912,11082.9900432934,9980.48878611817
"365","Jalisco",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Number",2916.81908262619,3102.48384986774,2744.35633119891
"366","Jalisco",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Number",95.5688843091938,105.119446153686,86.7428571386622
"367","Jalisco",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Number",2428.36560304036,2686.5204761444,2215.8351013133
"368","Jalisco",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Number",169.486546179952,192.060941782812,151.375658376599
"369","Jalisco",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Number",2391.97546209522,2583.64429191462,2218.74310226663
"370","Jalisco",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Number",313.942155764108,346.82232401496,285.202954654333
"371","Jalisco",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Number",109.171764854951,124.713386975753,98.2715504732228
"372","Jalisco",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Number",22.91260600744,29.5242841783406,10.4977073418123
"373","Jalisco",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Number",97.8699521649447,108.267449392471,86.9529031358322
"374","Jalisco",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Number",12.2147227043071,14.0979496269053,10.5305518416799
"375","Jalisco",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Number",4117.86639223142,4410.09364801858,3844.16540153758
"376","Jalisco",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Number",205.805811426699,227.968500601141,184.441920078802
"377","Jalisco",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Number",631.189316632256,777.083016394247,457.896480126365
"378","Jalisco",2017,"All Ages","Both","Injuries","_inj","Deaths","Number",6286.48047394231,6621.71640301815,5970.55121235126
"379","México",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Number",152.543394051075,176.070051088357,135.551460528168
"380","México",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Number",467.185260871168,485.8369723745,449.62335981075
"381","México",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Number",109.61524343415,154.916537403248,95.0628965236665
"382","México",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Number",0.690551743961388,3.57736408195184,0.371262694029587
"383","México",2017,"All Ages","Both","Measles","measles","Deaths","Number",7.94293633310944e-05,0.000434964361598145,0
"384","México",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Number",0,0,0
"385","México",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Number",0,0,0
"386","México",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Number",0.0527851551247844,0.0650415905076396,0.0434729604206572
"387","México",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Number",701.365623555165,877.094250960022,543.440803348736
"388","México",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Number",430.38004779803,477.668785102597,390.007109818862
"389","México",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Number",49.6298693006197,116.748193151616,15.3359482044784
"390","México",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Number",12004.5230013662,12736.8326861576,11253.3797125253
"391","México",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Number",17284.1790508377,18356.7903166351,16312.6275670509
"392","México",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Number",4313.55484066071,4677.45479166923,3999.3727770817
"393","México",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Number",117.377964662323,130.383529494671,103.198133637929
"394","México",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Number",6656.82372196054,7374.76729318015,5796.56114680873
"395","México",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Number",313.9700727206,355.660031144536,268.634523801803
"396","México",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Number",3738.3062736891,3983.63312012838,3478.87381623804
"397","México",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Number",552.223073810748,626.107146270009,496.739821701001
"398","México",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Number",232.019917167312,275.341530001673,208.384060637518
"399","México",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Number",42.6689425773331,53.5190767619444,23.173050618859
"400","México",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Number",165.567120436078,189.656538469385,142.034711800642
"401","México",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Number",30.900846214383,36.2105321264246,26.4145348789173
"402","México",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Number",9283.03739308406,10030.7958061384,8577.80320179434
"403","México",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Number",449.153086223481,517.14391833992,393.613271082823
"404","México",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Number",1193.92884825709,1512.46158083491,900.893657823941
"405","México",2017,"All Ages","Both","Injuries","_inj","Deaths","Number",11694.6360503231,12411.5548254496,11055.116438216
"406","Michoacán de Ocampo",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Number",54.2585571207301,60.3691778359811,48.5944328120296
"407","Michoacán de Ocampo",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Number",120.076672733282,125.73105807475,115.0461543635
"408","Michoacán de Ocampo",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Number",39.8267171130872,46.0904605006261,32.7920317920419
"409","Michoacán de Ocampo",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Number",0.575988519590997,0.919341366289006,0.436159035238923
"410","Michoacán de Ocampo",2017,"All Ages","Both","Measles","measles","Deaths","Number",2.45452809336136e-05,0.000133977445304188,0
"411","Michoacán de Ocampo",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Number",0,0,0
"412","Michoacán de Ocampo",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Number",0,0,0
"413","Michoacán de Ocampo",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Number",0.014106121861056,0.0176899746508727,0.011401481188168
"414","Michoacán de Ocampo",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Number",192.697868552504,241.829528572213,151.698872537942
"415","Michoacán de Ocampo",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Number",222.035149082824,247.813470481436,199.570130661229
"416","Michoacán de Ocampo",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Number",17.5537294060784,39.1643576381111,5.1928412661878
"417","Michoacán de Ocampo",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Number",3595.03660037584,3805.93948136774,3371.85736266021
"418","Michoacán de Ocampo",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Number",5875.10913269641,6187.69466932917,5543.26814149297
"419","Michoacán de Ocampo",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Number",1531.16776921511,1624.50836255469,1439.74438766804
"420","Michoacán de Ocampo",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Number",71.2231575020553,78.7518828869653,65.0048103637963
"421","Michoacán de Ocampo",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Number",1268.34068668104,1396.75551337146,1154.31232792104
"422","Michoacán de Ocampo",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Number",79.1035588255184,88.260968593441,70.5948274476697
"423","Michoacán de Ocampo",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Number",1520.90281427612,1631.34404748806,1420.55862437748
"424","Michoacán de Ocampo",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Number",191.218208602155,206.665824169569,171.361135221451
"425","Michoacán de Ocampo",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Number",74.3349252764689,80.2103553238121,67.3411210091238
"426","Michoacán de Ocampo",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Number",9.6384195541878,11.8918358794324,5.4910344742251
"427","Michoacán de Ocampo",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Number",45.1849354388095,50.3375681299262,40.6650032719993
"428","Michoacán de Ocampo",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Number",5.53156809742701,6.43547251403936,4.74138205595622
"429","Michoacán de Ocampo",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Number",2497.42735023292,2661.73788099402,2326.55950878288
"430","Michoacán de Ocampo",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Number",110.885045050551,120.939088505573,101.037433059966
"431","Michoacán de Ocampo",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Number",415.566533122008,514.804359026946,311.376352667375
"432","Michoacán de Ocampo",2017,"All Ages","Both","Injuries","_inj","Deaths","Number",4077.81917449707,4296.95149201792,3865.22069482252
"433","Morelos",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Number",34.4945810444379,39.465416566884,30.4511454621456
"434","Morelos",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Number",102.913353937458,107.482974004,98.05772367075
"435","Morelos",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Number",15.9165535773336,17.9353062994332,12.461835239513
"436","Morelos",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Number",0.250648654160879,0.3770697672128,0.187809957746924
"437","Morelos",2017,"All Ages","Both","Measles","measles","Deaths","Number",5.27601819382512e-06,2.94888294737631e-05,0
"438","Morelos",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Number",0,0,0
"439","Morelos",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Number",0,0,0
"440","Morelos",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Number",0.0176283977349919,0.0212042597304455,0.0144667800576522
"441","Morelos",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Number",65.8671453803625,83.4727505671878,51.6865047075275
"442","Morelos",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Number",125.23464280702,140.633357384563,104.594573469359
"443","Morelos",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Number",5.1072295713344,11.3592327746496,1.67635669720615
"444","Morelos",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Number",1749.64943881879,1861.10094724628,1648.12103103653
"445","Morelos",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Number",2764.49291178948,2934.94101226552,2599.10523478694
"446","Morelos",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Number",695.694281677902,743.678599108763,647.953002273264
"447","Morelos",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Number",26.2458651051599,29.420018144787,23.339661409456
"448","Morelos",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Number",823.507816138996,926.50873661003,746.757590825048
"449","Morelos",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Number",45.2498215617202,52.4481894305986,39.6667090846746
"450","Morelos",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Number",632.420319088926,700.970721320334,574.258253117764
"451","Morelos",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Number",90.6062424890842,100.332744125251,80.7843693890636
"452","Morelos",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Number",37.4707610049168,40.6657718032279,33.6388696448639
"453","Morelos",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Number",5.65394196455304,7.1520465030149,2.79090231240479
"454","Morelos",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Number",24.5905689672529,27.656528213585,21.742563382552
"455","Morelos",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Number",2.78638257981163,3.27236868933572,2.37363391035449
"456","Morelos",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Number",1266.19312372798,1357.1861944997,1171.37547840979
"457","Morelos",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Number",54.5469504088634,60.0354201017073,48.707705676241
"458","Morelos",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Number",139.872602595463,174.97623114549,97.3752599989222
"459","Morelos",2017,"All Ages","Both","Injuries","_inj","Deaths","Number",1830.35813156,1930.94593285592,1729.85285291293
"460","Nayarit",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Number",35.7995216244483,39.4901788693135,31.962052705472
"461","Nayarit",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Number",71.211414004694,74.56010641225,67.89942399725
"462","Nayarit",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Number",8.9230100266798,10.4981452299059,7.72081271398045
"463","Nayarit",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Number",0.216995074020246,0.304107579652671,0.164627153198202
"464","Nayarit",2017,"All Ages","Both","Measles","measles","Deaths","Number",7.08694783955813e-06,3.78975787772275e-05,0
"465","Nayarit",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Number",0,0,0
"466","Nayarit",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Number",0,0,0
"467","Nayarit",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Number",0.00950628793004011,0.011741544580132,0.00780725577270862
"468","Nayarit",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Number",40.0225678141997,52.0221724408954,30.2228090998124
"469","Nayarit",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Number",44.7507108437342,49.2949830565757,40.4559475498142
"470","Nayarit",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Number",4.10568055970872,9.35511778535983,1.19872636257575
"471","Nayarit",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Number",1042.56109841035,1108.20854151121,967.774973190399
"472","Nayarit",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Number",1532.60654511628,1625.83873549606,1442.04719396449
"473","Nayarit",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Number",379.872833182795,406.489021831724,354.838188811106
"474","Nayarit",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Number",18.0839533458081,20.0589684483577,16.2262753821192
"475","Nayarit",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Number",292.840392619846,317.979157008171,268.149256472966
"476","Nayarit",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Number",24.5748248903037,26.9421100616972,22.2043998835216
"477","Nayarit",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Number",386.231978943589,414.525736195262,360.862385141577
"478","Nayarit",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Number",50.9877021572903,55.2896630467677,46.6895996158574
"479","Nayarit",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Number",18.8329134062923,20.49733372533,17.3511691916703
"480","Nayarit",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Number",2.72053607063433,3.26940916942494,1.51417598212119
"481","Nayarit",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Number",12.0395622150741,13.2994138712535,10.8713886121141
"482","Nayarit",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Number",0.95245622418166,1.11290052313918,0.828493301557358
"483","Nayarit",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Number",527.097095438399,563.458479764856,488.803793483182
"484","Nayarit",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Number",26.4845521039185,29.0543190047476,24.2453136612336
"485","Nayarit",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Number",80.5629691560854,100.973134735205,59.9394058211493
"486","Nayarit",2017,"All Ages","Both","Injuries","_inj","Deaths","Number",972.413223672362,1024.7509893287,918.63916599297
"487","Nuevo León",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Number",138.082759440518,153.388954801022,122.979659824763
"488","Nuevo León",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Number",231.495380863182,242.124094969,220.59807703525
"489","Nuevo León",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Number",36.1772361649133,40.8255243802785,27.4325073397547
"490","Nuevo León",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Number",0.182404533753156,0.685976469692292,0.117178454023751
"491","Nuevo León",2017,"All Ages","Both","Measles","measles","Deaths","Number",9.84717452198287e-06,5.50950938873839e-05,0
"492","Nuevo León",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Number",0,0,0
"493","Nuevo León",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Number",0,0,0
"494","Nuevo León",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Number",0.00358858696006746,0.0042646043469228,0.00300133639225028
"495","Nuevo León",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Number",224.88591597915,288.590129756543,176.53344961063
"496","Nuevo León",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Number",98.0233833631623,106.929309365516,89.077224401818
"497","Nuevo León",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Number",14.727739428474,33.1571065574342,4.32615084423963
"498","Nuevo León",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Number",4254.02647698367,4509.47917333974,4008.42482796702
"499","Nuevo León",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Number",7114.510565161,7533.39220109897,6724.30911214195
"500","Nuevo León",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Number",1055.37573521492,1129.0785530636,981.58161144718
"501","Nuevo León",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Number",27.9838632515887,31.7183557767111,24.5696648617236
"502","Nuevo León",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Number",1102.98910274323,1217.55222611016,1006.6083350272
"503","Nuevo León",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Number",117.190063397015,131.899470976134,104.61921515339
"504","Nuevo León",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Number",1296.21056947271,1386.62451597354,1211.45976841019
"505","Nuevo León",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Number",174.036414785207,204.183748204629,159.42245680844
"506","Nuevo León",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Number",41.6029455984212,62.4955842025809,37.0668367842691
"507","Nuevo León",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Number",11.1025787835095,12.918795590431,6.7780391847888
"508","Nuevo León",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Number",56.0151540719788,61.4008385346713,50.2466701703466
"509","Nuevo León",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Number",3.68963147764825,4.25837781436315,3.16376828055685
"510","Nuevo León",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Number",2336.94850397508,2499.89095205589,2179.85341453227
"511","Nuevo León",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Number",87.6161566067287,95.9602753956976,79.0349274800057
"512","Nuevo León",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Number",399.049545878107,499.214405883085,273.616474747685
"513","Nuevo León",2017,"All Ages","Both","Injuries","_inj","Deaths","Number",3225.2853927524,3375.32027390127,3075.09577413986
"514","Oaxaca",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Number",127.951213568231,140.806770238406,114.935609640854
"515","Oaxaca",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Number",144.742388172216,151.3351188875,138.3078179775
"516","Oaxaca",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Number",30.4490649401366,37.3484415165671,26.4952503527089
"517","Oaxaca",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Number",0.593460647933167,1.34163574455088,0.42686961815859
"518","Oaxaca",2017,"All Ages","Both","Measles","measles","Deaths","Number",4.95522656040859e-05,0.000281997443178886,0
"519","Oaxaca",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Number",0,0,0
"520","Oaxaca",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Number",0,0,0
"521","Oaxaca",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Number",0.0228334877332075,0.0283933125980767,0.0186571093765986
"522","Oaxaca",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Number",112.378906835626,142.370745569242,85.3892960474976
"523","Oaxaca",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Number",563.309804558664,626.399166960507,425.123695885089
"524","Oaxaca",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Number",15.7583350339098,35.0847739741966,5.24109205031776
"525","Oaxaca",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Number",3284.84151747367,3469.97448083361,3092.07274597319
"526","Oaxaca",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Number",5898.80952176337,6198.51577643725,5597.52547186596
"527","Oaxaca",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Number",1124.24992946761,1194.72126846342,1055.39592573771
"528","Oaxaca",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Number",65.3252728515933,73.0460401130546,58.7790700337348
"529","Oaxaca",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Number",1732.15967398824,1860.20199317086,1600.32470569601
"530","Oaxaca",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Number",77.3192512058061,85.3324154008838,70.0492639923683
"531","Oaxaca",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Number",1414.18023206277,1507.07385005002,1333.57437386826
"532","Oaxaca",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Number",190.721790100495,205.516556698396,169.422306661776
"533","Oaxaca",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Number",110.810378244661,120.917940335467,84.1456410115624
"534","Oaxaca",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Number",5.99407064084633,6.70038276309356,5.11937740339153
"535","Oaxaca",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Number",41.4718726900755,45.11074610633,37.4902495576428
"536","Oaxaca",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Number",7.34340504325289,8.57558042607184,6.2902476015687
"537","Oaxaca",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Number",2454.14406667504,2611.26510522247,2306.03942693947
"538","Oaxaca",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Number",128.947878680397,139.112500862481,118.137554819818
"539","Oaxaca",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Number",359.72566387737,445.342043244793,273.523000541094
"540","Oaxaca",2017,"All Ages","Both","Injuries","_inj","Deaths","Number",3229.89128373861,3417.0545275659,3063.25700957716
"541","Puebla",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Number",118.058494667153,136.593306466479,105.591999119388
"542","Puebla",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Number",226.078371877545,235.9684930225,216.509962285
"543","Puebla",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Number",56.4536282136818,65.4504618972287,47.543198957566
"544","Puebla",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Number",0.602277756699077,1.62073908983222,0.422136308918972
"545","Puebla",2017,"All Ages","Both","Measles","measles","Deaths","Number",3.97554462537918e-05,0.000227938790709792,0
"546","Puebla",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Number",0,0,0
"547","Puebla",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Number",0,0,0
"548","Puebla",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Number",0.059477361349885,0.0741394105762869,0.0480807995230989
"549","Puebla",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Number",453.451204137268,563.180054036119,357.514212229947
"550","Puebla",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Number",427.00981715329,477.034490680679,359.945094584679
"551","Puebla",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Number",23.142573335146,53.5398122584857,7.3153610243345
"552","Puebla",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Number",4603.29091246526,4890.78028927849,4331.10263089304
"553","Puebla",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Number",8021.93886341183,8458.27855274767,7595.66735993159
"554","Puebla",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Number",1797.3721831341,1916.43741744853,1677.19598100243
"555","Puebla",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Number",92.949354096637,103.902864478768,82.4566909106474
"556","Puebla",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Number",3138.70076749629,3437.13614391067,2889.35324517571
"557","Puebla",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Number",110.848478429261,123.833320661503,99.6362394001015
"558","Puebla",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Number",1893.50619406728,2047.60411058427,1754.519197407
"559","Puebla",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Number",249.138651872931,271.726953177009,224.617192017159
"560","Puebla",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Number",148.898479265464,161.280942466369,130.085528699739
"561","Puebla",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Number",12.2006701087174,14.4365011272004,8.39922239960752
